100000034|04060|
100000085|04142|
100000160|04010 04144 04810|
100000165|04142|
100000252|04012 04070 04150 04210 04370 04510 04620 04630 04650 04810 04910 04914|
100000284|04144|
100000341|03010|
100000342|04010|
100000399|04142|
100000478|00510 01100|
100000479|04120|
100000522|04210|
100000544|04020 04080|
100000648|04120|
100000654|00532 01100|
100000665|04010|
100000684|00511 00600|
100000709|00310|
100000720|04012 04110|
100000775|00250 00330 00910 01100|
100000836|03010|
100000859|00071 00280 00310 00380 00410 00640 00650 00903 01100 03320 04146|
100000903|04650|
100000959|04080|
100000978|00230 00240 01100 03020 04623|
100000981|04020 04080 04540|
100000999|03010|
100001002|03410|
100001136|04514 04530|
100001198|04140 04150 04910 04920|
100001219|00290 00970|
100001221|04520 04810|
100001302|04120|
100001306|04080|
100001316|04130|
100001424|04060 04080 04630|
100001425|03420|
100001456|03040 04010 04144|
100001497|04630|
100001530|04020 04080|
100001531|04144|
100001532|00562 01100 04020 04070 04270 04310 04540 04912 04916|
100001533|04080|
100001552|00564 01100|
100001586|04080 04912|
100001615|04340|
100001636|04020 04080|
100001644|04530|
100001753|04080|
100001828|04080|
100001836|04510 04512 04810|
100001914|04120|
100001938|03320|
100002010|02010|
100002015|00564 01100 04070|
100002035|00650 01100|
100002038|04020 04260|
100002040|04530|
100002125|04020 04080|
100002145|00430 00450 00460 00480 00590 01100|
100002155|04010|
100002225|04010 04012 04270 04370 04540 04620 04650 04810 04910 04912 04916|
100002261|03022|
100002263|00562 04012 04070 04150 04210 04370 04510 04620 04630 04650 04810 04910 04914|
100002293|04210|
100002318|04010 04370 04620 04621 04622 04912 04914|
100002366|00052 00500 01100 04142|
100002369|00040 00053 00140 00500 00830 00860 00980 00982 00983 01100|
100002384|00190 01100 04260|
100002407|04514|
100002479|04060 04630|
100002515|04060 04350|
100002610|04514|
100002627|04020 04080|
100002715|04080|
100002754|04144|
100002786|04080|
100002802|04530|
100002812|00051 00730 00740 01100|
100002872|04810|
100002875|00860|
100002928|04810|
100002946|04060 04620 04621 04622|
100003066|00190 01100|
100003075|00670 01100|
100003139|00190 01100 04142|
100003206|04144|
100003220|04010 04260|
100003223|04114 04270 04510 04810 04910|
100003259|00330 01100|
100003329|04010 04260|
100003342|04020 04080|
100003383|00900 01100 04146|
100003514|04010 04012 04020 04070 04270 04310 04370 04510 04530 04540 04650 04916|
100003535|04020 04080|
100003539|04020 04080|
100003553|03018|
100003570|00511|
100003587|04120|
100003595|00230 01100|
100003675|00330 01100|
100003679|04120|
100003704|04630|
100003744|02010|
100003745|00600|
100003844|04142|
100003877|04310|
100003922|04080|
100003956|04710|
100004036|04012 04070 04150 04210 04370 04510 04620 04630 04650 04810 04910 04914|
100004076|00830|
100004116|04350|
100004133|03420 04115 04120|
100004136|00564 01100|
100004299|04510|
100004321|04115 04210|
100004330|04144|
100004331|00340 00910 01100|
100004351|04650|
100004358|04060 04620 04622 04630|
100004384|04514|
100004402|03040|
100004455|04060 04630|
100004540|00190 01100 04260|
100004555|04623|
100004557|00531 01100|
100004566|00190 01100 04142|
100004576|04010|
100004625|04060|
100004770|00310|
100004831|04020 04080|
100004931|04144|
100004938|04020 04080 04810|
100004967|04210|
100004977|00630 00670 01100|
100004996|04080|
100005008|04144|
100005067|00230 01100|
100005075|04270 04530|
100005081|04060 04144|
100005129|04142|
100005137|04060|
100005144|00051 00520 01100|
100005148|04114|
100005158|00190 01100|
100005175|04142|
100005183|04010|
100005220|04142|
100005261|04514 04530|
100005266|04142|
100005307|03022|
100005344|04080|
100005356|04142|
100005387|03030|
100005409|00430 00450 00460 00480 00590 01100|
100005416|04080|
100005446|04010 04210 04622 04920|
100005449|04350|
100005469|04510 04512 04810|
100005496|04010|
100005506|04512|
100005551|00230 00240|
100005587|00010 00053 00071 00280 00310 00330 00340 00380 00410 00561 00620 00640 00650 00903 01100|
100005675|04020 04080|
100005681|04020 04080|
100005717|00071 03320|
100005735|04210 04910|
100005753|04144|
100005761|00310|
100005763|00240 00983 01100|
100005885|04114 04914|
100005893|03040|
100005981|04114 04310|
100006002|00190 01100 04260|
100006041|04270 04310 04350 04510 04520 04530 04810|
100006048|00562 01100 04020 04070 04270 04310 04540 04912 04916|
100006078|04060 04672|
100006132|04010 04310 04370 04510 04520 04620 04650 04810|
100006147|04120|
100006160|04010 04144 04350 04520|
100006166|04010 04310 04370 04510 04520 04620 04650 04810|
100006208|04010 04310 04370 04510 04520 04620 04650 04810|
100006223|00562|
100006232|03050|
100006249|00533 01100|
100006257|03420|
100006275|04310|
100006350|00310|
100006516|04010|
100006534|04514|
100006589|00020 00480 01100 04146|
100006595|00480 01100 04614|
100006625|04130|
100006675|04010 04012 04020 04070 04270 04310 04370 04510 04530 04540 04650 04916|
100006682|04110 04115|
100006754|04310|
100006778|04060 04630|
100006838|04144|
100006858|04310 04340 04710|
100006888|04530 04540 04914 04916|
100007027|04020 04080|
100007048|04210 04510|
100007176|04012 04510 04650 04910|
100007211|04080|
100007313|03018|
100007315|04270|
100007590|04010|
100007662|04120|
100007670|00534 01100|
100007677|04012 04020 04144|
100007679|04010 04540|
100007906|03410|
100008352|00512 01100|
100008368|03410|
100008376|04530|
100008541|00380 01100|
100009637|04520 04810|
100009646|04144|
100009655|04320|
100009657|04010 04114 04150 04914|
100009659|03018|
100034366|00590 00591 01100|
100034378|04080|
100034523|04621|
100034540|04010 04260|
100034578|04146|
100036550|04060 04630 04672|
100036767|00310|
100037312|00600 01100|
100037315|04020 04080 04144|
100037316|04140 04150|
100037331|00130|
100037336|03030 03420 03430|
100037338|00562 01100 04070|
100037349|00410 00640 01100 04146|
100037356|00072 00650 01100|
100037357|04060 04920|
100037372|03018|
100037375|04080|
100037380|03040|
100037384|04120|
100037387|04510|
100037390|00590 01100|
100037391|04115 04120|
100038774|04020|
100038785|00190 01100|
100048920|00730 01100|
100049158|04110 04114 04914|
100073330|00790 01100|
100073331|04120 04210 04510 04621|
100073345|00190|
100093708|04146|
100101460|04650|
100101654|04650|
100124622|00480 00980 00982|
100124652|04144 04530|
100125912|04540|
100126013|00520|
100126021|00290 00970|
100126133|00062 01100 04142|
100126803|04060 04140 04620 04622 04623 04630 04650|
100134935|04060 04630|
100134971|04060 04630|
100134973|04060 04630|
100134976|04060 04630|
100135062|04060 04210 04630|
100135755|04060 04630|
100136840|04115|
100136850|02010|
100136853|00563 01100|
100136859|04120|
100136866|00561 01100 03320|
100141344|00380 01100|
100141349|00270 01100|
100141490|04514|
100144554|04060 04144 04630|
100144561|04270 04530|
100144562|04060 04630|
100144569|00240 00410 00770 00983 01100|
100144628|00260 00460 00670 00680 01100|
100145909|03040|
100147850|00563 01100|
100147871|04514 04530|
100147898|00600 01100|
100147915|03030 04110|
100147922|04020 04080|
100147923|00190 01100 04142|
100147958|00630 01100 04146|
100147960|04142|
100147988|04144|
100147996|04130|
100148000|04080|
100148021|04620 04622 04623|
100148035|00360 00680 01100|
100148068|03040|
100148073|04530|
100148080|03430|
100148085|04144|
100148090|04060 04672|
100148130|04142|
100148132|04142 04144|
100148153|04512|
100148154|04144|
100148259|04650|
100148292|00520|
100148347|00230|
100148378|00330 01100|
100148385|04010 04310 04370 04510 04520 04620 04650 04810|
100148428|04010 04020 04060 04144 04510 04540 04810|
100148437|04330|
100148483|04020|
100148522|00250 01100|
100148534|00910|
100148589|04512|
100148606|03450|
100148642|00563 01100|
100148644|04310|
100148685|00230|
100148736|04144|
100148744|00562 01100 04070|
100148792|04310 04340 04916|
100148797|00534 01100|
100148803|00040 00053 00140 00500 00830 00860 00980 00982 00983 01100|
100148806|04110|
100148828|00052 00510 00533 00601 01100|
100148840|04310 04340 04916|
100148853|04810|
100148874|04110 04114 04914|
100148915|00030 00480 01100|
100148922|00052 00500 01100|
100148947|03030|
